# ground truth trajectory
# file: 'rgbd_dataset_freiburg3_structure_texture_near.bag'
# timestamp tx ty tz qx qy qz qw
1341839336.2752 -1.2803 1.1246 0.8988 0.5423 0.6716 -0.3915 -0.3187
1341839336.2852 -1.2800 1.1229 0.8988 0.5422 0.6708 -0.3928 -0.3190
1341839336.2966 -1.2794 1.1212 0.8986 0.5430 0.6707 -0.3928 -0.3178
1341839336.3052 -1.2790 1.1197 0.8985 0.5433 0.6703 -0.3932 -0.3176
1341839336.3151 -1.2787 1.1183 0.8986 0.5435 0.6693 -0.3939 -0.3186
1341839336.3252 -1.2783 1.1169 0.8985 0.5438 0.6688 -0.3937 -0.3193
1341839336.3352 -1.2775 1.1154 0.8985 0.5449 0.6687 -0.3926 -0.3190
1341839336.3452 -1.2770 1.1140 0.8981 0.5458 0.6683 -0.3915 -0.3196
1341839336.3552 -1.2769 1.1124 0.8977 0.5449 0.6674 -0.3933 -0.3209
1341839336.3652 -1.2764 1.1108 0.8969 0.5457 0.6673 -0.3915 -0.3219
1341839336.3752 -1.2758 1.1096 0.8968 0.5462 0.6664 -0.3913 -0.3232
1341839336.3852 -1.2752 1.1081 0.8964 0.5469 0.6662 -0.3904 -0.3235
1341839336.3952 -1.2746 1.1068 0.8961 0.5471 0.6657 -0.3905 -0.3241
1341839336.4052 -1.2738 1.1055 0.8959 0.5479 0.6654 -0.3900 -0.3240
1341839336.4152 -1.2732 1.1040 0.8957 0.5481 0.6652 -0.3902 -0.3239
1341839336.4272 -1.2726 1.1025 0.8955 0.5484 0.6647 -0.3902 -0.3242
1341839336.4352 -1.2720 1.1009 0.8952 0.5487 0.6643 -0.3897 -0.3252
1341839336.4452 -1.2714 1.0994 0.8950 0.5493 0.6635 -0.3891 -0.3267
1341839336.4552 -1.2706 1.0977 0.8947 0.5498 0.6635 -0.3880 -0.3269
1341839336.4651 -1.2701 1.0963 0.8947 0.5502 0.6619 -0.3884 -0.3290
1341839336.4752 -1.2697 1.0945 0.8942 0.5518 0.6605 -0.3881 -0.3294
1341839336.4852 -1.2689 1.0925 0.8937 0.5542 0.6580 -0.3894 -0.3289
1341839336.4952 -1.2682 1.0912 0.8940 0.5563 0.6562 -0.3888 -0.3298
1341839336.5064 -1.2677 1.0889 0.8935 0.5591 0.6537 -0.3907 -0.3277
1341839336.5152 -1.2672 1.0869 0.8934 0.5624 0.6509 -0.3917 -0.3264
1341839336.5255 -1.2665 1.0850 0.8937 0.5659 0.6487 -0.3921 -0.3243
1341839336.5353 -1.2662 1.0832 0.8935 0.5687 0.6468 -0.3912 -0.3243
1341839336.5452 -1.2654 1.0813 0.8937 0.5722 0.6451 -0.3901 -0.3229
1341839336.5552 -1.2646 1.0790 0.8937 0.5749 0.6438 -0.3889 -0.3220
1341839336.5652 -1.2639 1.0772 0.8937 0.5772 0.6427 -0.3865 -0.3232
1341839336.5752 -1.2627 1.0750 0.8943 0.5785 0.6418 -0.3856 -0.3238
1341839336.5852 -1.2618 1.0729 0.8943 0.5792 0.6406 -0.3849 -0.3256
1341839336.5952 -1.2604 1.0706 0.8944 0.5796 0.6402 -0.3848 -0.3259
1341839336.6052 -1.2591 1.0686 0.8945 0.5792 0.6389 -0.3865 -0.3271
1341839336.6152 -1.2578 1.0662 0.8949 0.5765 0.6391 -0.3891 -0.3283
1341839336.6252 -1.2563 1.0643 0.8948 0.5752 0.6387 -0.3910 -0.3290
1341839336.6352 -1.2547 1.0621 0.8947 0.5739 0.6390 -0.3914 -0.3303
1341839336.6452 -1.2534 1.0600 0.8947 0.5722 0.6388 -0.3925 -0.3325
1341839336.6552 -1.2524 1.0574 0.8944 0.5712 0.6381 -0.3937 -0.3342
1341839336.6652 -1.2504 1.0557 0.8940 0.5721 0.6400 -0.3888 -0.3346
1341839336.6752 -1.2489 1.0536 0.8938 0.5737 0.6400 -0.3863 -0.3348
1341839336.6852 -1.2478 1.0511 0.8935 0.5749 0.6389 -0.3867 -0.3343
1341839336.6952 -1.2463 1.0496 0.8937 0.5771 0.6377 -0.3846 -0.3352
1341839336.7052 -1.2451 1.0477 0.8937 0.5787 0.6364 -0.3848 -0.3346
1341839336.7152 -1.2435 1.0455 0.8936 0.5820 0.6358 -0.3837 -0.3315
1341839336.7253 -1.2422 1.0435 0.8937 0.5840 0.6345 -0.3837 -0.3303
1341839336.7353 -1.2408 1.0410 0.8937 0.5858 0.6329 -0.3854 -0.3282
1341839336.7452 -1.2392 1.0396 0.8936 0.5876 0.6325 -0.3823 -0.3295
1341839336.7552 -1.2383 1.0374 0.8931 0.5877 0.6310 -0.3838 -0.3303
1341839336.7652 -1.2366 1.0357 0.8933 0.5890 0.6307 -0.3805 -0.3324
1341839336.7753 -1.2350 1.0337 0.8928 0.5892 0.6324 -0.3780 -0.3317
1341839336.7853 -1.2338 1.0315 0.8923 0.5886 0.6315 -0.3797 -0.3326
1341839336.7953 -1.2321 1.0300 0.8927 0.5887 0.6319 -0.3777 -0.3338
1341839336.8052 -1.2304 1.0276 0.8921 0.5888 0.6328 -0.3768 -0.3332
1341839336.8152 -1.2291 1.0259 0.8921 0.5880 0.6324 -0.3779 -0.3339
1341839336.8252 -1.2277 1.0238 0.8919 0.5883 0.6324 -0.3785 -0.3329
1341839336.8352 -1.2263 1.0219 0.8916 0.5878 0.6323 -0.3789 -0.3333
1341839336.8451 -1.2250 1.0202 0.8913 0.5877 0.6326 -0.3787 -0.3334
1341839336.8551 -1.2241 1.0181 0.8909 0.5876 0.6324 -0.3791 -0.3333
1341839336.8652 -1.2226 1.0165 0.8908 0.5884 0.6330 -0.3766 -0.3336
1341839336.8752 -1.2216 1.0150 0.8905 0.5886 0.6333 -0.3752 -0.3344
1341839336.8854 -1.2205 1.0134 0.8901 0.5892 0.6331 -0.3733 -0.3356
1341839336.8952 -1.2197 1.0117 0.8901 0.5892 0.6321 -0.3738 -0.3369
1341839336.9051 -1.2186 1.0099 0.8896 0.5901 0.6321 -0.3733 -0.3359
1341839336.9151 -1.2173 1.0081 0.8892 0.5908 0.6317 -0.3732 -0.3356
1341839336.9251 -1.2166 1.0059 0.8887 0.5918 0.6318 -0.3732 -0.3337
1341839336.9353 -1.2156 1.0040 0.8885 0.5920 0.6316 -0.3739 -0.3330
1341839336.9451 -1.2144 1.0025 0.8890 0.5922 0.6307 -0.3740 -0.3341
1341839336.9551 -1.2134 1.0006 0.8883 0.5928 0.6328 -0.3718 -0.3314
1341839336.9651 -1.2123 0.9990 0.8881 0.5929 0.6323 -0.3716 -0.3326
1341839336.9752 -1.2112 0.9973 0.8880 0.5935 0.6322 -0.3699 -0.3336
1341839336.9851 -1.2102 0.9958 0.8880 0.5924 0.6316 -0.3701 -0.3364
1341839336.9952 -1.2091 0.9943 0.8876 0.5926 0.6324 -0.3685 -0.3364
1341839337.0063 -1.2078 0.9928 0.8875 0.5927 0.6317 -0.3686 -0.3374
1341839337.0152 -1.2064 0.9911 0.8873 0.5934 0.6311 -0.3685 -0.3375
1341839337.0252 -1.2059 0.9889 0.8868 0.5931 0.6295 -0.3720 -0.3370
1341839337.0351 -1.2044 0.9874 0.8869 0.5940 0.6295 -0.3708 -0.3367
1341839337.0451 -1.2031 0.9858 0.8867 0.5950 0.6294 -0.3704 -0.3356
1341839337.0552 -1.2023 0.9842 0.8865 0.5955 0.6283 -0.3711 -0.3362
1341839337.0652 -1.2011 0.9826 0.8859 0.5970 0.6297 -0.3689 -0.3333
1341839337.0752 -1.2000 0.9809 0.8860 0.5981 0.6276 -0.3692 -0.3348
1341839337.0851 -1.1990 0.9798 0.8862 0.5994 0.6265 -0.3681 -0.3359
1341839337.0952 -1.1980 0.9785 0.8858 0.6007 0.6273 -0.3660 -0.3342
1341839337.1052 -1.1969 0.9772 0.8861 0.6011 0.6246 -0.3666 -0.3378
1341839337.1152 -1.1958 0.9759 0.8856 0.6024 0.6250 -0.3654 -0.3360
1341839337.1252 -1.1947 0.9746 0.8856 0.6025 0.6247 -0.3656 -0.3362
1341839337.1352 -1.1937 0.9733 0.8854 0.6031 0.6244 -0.3658 -0.3357
1341839337.1451 -1.1929 0.9718 0.8857 0.6031 0.6220 -0.3675 -0.3382
1341839337.1552 -1.1918 0.9704 0.8854 0.6041 0.6228 -0.3662 -0.3364
1341839337.1651 -1.1909 0.9695 0.8852 0.6048 0.6221 -0.3659 -0.3366
1341839337.1752 -1.1901 0.9680 0.8851 0.6055 0.6225 -0.3648 -0.3358
1341839337.1851 -1.1892 0.9669 0.8851 0.6068 0.6216 -0.3639 -0.3360
1341839337.1952 -1.1887 0.9659 0.8854 0.6062 0.6193 -0.3655 -0.3398
1341839337.2052 -1.1878 0.9648 0.8853 0.6073 0.6198 -0.3634 -0.3390
1341839337.2152 -1.1873 0.9640 0.8851 0.6079 0.6189 -0.3631 -0.3400
1341839337.2252 -1.1868 0.9626 0.8851 0.6088 0.6185 -0.3624 -0.3399
1341839337.2360 -1.1860 0.9620 0.8858 0.6086 0.6164 -0.3627 -0.3438
1341839337.2451 -1.1852 0.9607 0.8860 0.6101 0.6155 -0.3617 -0.3437
1341839337.2551 -1.1847 0.9592 0.8857 0.6113 0.6139 -0.3627 -0.3435
1341839337.2652 -1.1838 0.9574 0.8852 0.6134 0.6143 -0.3616 -0.3401
1341839337.2752 -1.1835 0.9576 0.8859 0.6112 0.6141 -0.3618 -0.3442
1341839337.2852 -1.1829 0.9566 0.8858 0.6118 0.6129 -0.3618 -0.3452
1341839337.2977 -1.1823 0.9558 0.8856 0.6119 0.6122 -0.3620 -0.3460
1341839337.3052 -1.1818 0.9542 0.8854 0.6128 0.6114 -0.3615 -0.3463
1341839337.3151 -1.1812 0.9530 0.8852 0.6141 0.6123 -0.3593 -0.3449
1341839337.3252 -1.1807 0.9525 0.8859 0.6135 0.6099 -0.3595 -0.3498
1341839337.3352 -1.1801 0.9515 0.8859 0.6142 0.6087 -0.3592 -0.3509
1341839337.3451 -1.1795 0.9505 0.8860 0.6147 0.6076 -0.3599 -0.3514
1341839337.3552 -1.1789 0.9495 0.8860 0.6156 0.6063 -0.3605 -0.3513
1341839337.3652 -1.1783 0.9484 0.8860 0.6166 0.6054 -0.3609 -0.3508
1341839337.3752 -1.1778 0.9475 0.8859 0.6174 0.6049 -0.3607 -0.3504
1341839337.3857 -1.1778 0.9469 0.8867 0.6181 0.6075 -0.3575 -0.3480
1341839337.3963 -1.1774 0.9460 0.8866 0.6189 0.6071 -0.3565 -0.3483
1341839337.4052 -1.1774 0.9449 0.8858 0.6171 0.6060 -0.3582 -0.3516
1341839337.4151 -1.1761 0.9430 0.8853 0.6208 0.6035 -0.3562 -0.3515
1341839337.4252 -1.1755 0.9417 0.8848 0.6194 0.6018 -0.3583 -0.3546
1341839337.4352 -1.1751 0.9408 0.8847 0.6197 0.6009 -0.3584 -0.3557
1341839337.4452 -1.1745 0.9396 0.8847 0.6201 0.5999 -0.3589 -0.3562
1341839337.4552 -1.1741 0.9384 0.8845 0.6201 0.5990 -0.3597 -0.3568
1341839337.4651 -1.1737 0.9374 0.8844 0.6199 0.5989 -0.3605 -0.3565
1341839337.4752 -1.1732 0.9360 0.8845 0.6197 0.5983 -0.3624 -0.3559
1341839337.4879 -1.1730 0.9348 0.8841 0.6191 0.5981 -0.3625 -0.3573
1341839337.4952 -1.1722 0.9334 0.8844 0.6198 0.5990 -0.3602 -0.3569
1341839337.5052 -1.1719 0.9323 0.8843 0.6193 0.5988 -0.3596 -0.3587
1341839337.5152 -1.1714 0.9311 0.8843 0.6197 0.5990 -0.3575 -0.3597
1341839337.5263 -1.1710 0.9301 0.8843 0.6200 0.5985 -0.3565 -0.3610
1341839337.5353 -1.1706 0.9291 0.8843 0.6201 0.5976 -0.3568 -0.3619
1341839337.5456 -1.1702 0.9279 0.8843 0.6210 0.5964 -0.3570 -0.3622
1341839337.5555 -1.1695 0.9265 0.8845 0.6226 0.5955 -0.3568 -0.3612
1341839337.5653 -1.1687 0.9249 0.8850 0.6238 0.5951 -0.3583 -0.3584
1341839337.5753 -1.1684 0.9237 0.8847 0.6239 0.5939 -0.3601 -0.3582
1341839337.5852 -1.1680 0.9225 0.8848 0.6243 0.5935 -0.3604 -0.3580
1341839337.5952 -1.1675 0.9213 0.8849 0.6248 0.5929 -0.3602 -0.3583
1341839337.6053 -1.1674 0.9200 0.8848 0.6247 0.5917 -0.3597 -0.3609
1341839337.6152 -1.1665 0.9184 0.8859 0.6283 0.5937 -0.3540 -0.3572
1341839337.6263 -1.1665 0.9173 0.8858 0.6283 0.5926 -0.3532 -0.3597
1341839337.6352 -1.1659 0.9158 0.8865 0.6287 0.5923 -0.3527 -0.3600
1341839337.6453 -1.1656 0.9144 0.8871 0.6320 0.5935 -0.3474 -0.3573
1341839337.6552 -1.1655 0.9129 0.8874 0.6326 0.5928 -0.3475 -0.3573
1341839337.6653 -1.1649 0.9111 0.8884 0.6340 0.5932 -0.3474 -0.3541
1341839337.6761 -1.1652 0.9098 0.8884 0.6340 0.5925 -0.3477 -0.3551
1341839337.6854 -1.1652 0.9082 0.8887 0.6341 0.5919 -0.3486 -0.3551
1341839337.6952 -1.1649 0.9063 0.8892 0.6341 0.5917 -0.3495 -0.3544
1341839337.7066 -1.1651 0.9048 0.8897 0.6341 0.5911 -0.3494 -0.3557
1341839337.7152 -1.1648 0.9033 0.8903 0.6339 0.5915 -0.3492 -0.3554
1341839337.7252 -1.1649 0.9020 0.8903 0.6333 0.5907 -0.3484 -0.3586
1341839337.7352 -1.1648 0.9007 0.8907 0.6331 0.5904 -0.3475 -0.3603
1341839337.7452 -1.1648 0.8993 0.8908 0.6328 0.5893 -0.3477 -0.3626
1341839337.7552 -1.1647 0.8978 0.8915 0.6337 0.5883 -0.3469 -0.3632
1341839337.7659 -1.1647 0.8963 0.8919 0.6347 0.5867 -0.3475 -0.3635
1341839337.7752 -1.1648 0.8950 0.8922 0.6354 0.5854 -0.3478 -0.3641
1341839337.7852 -1.1649 0.8939 0.8924 0.6364 0.5845 -0.3481 -0.3636
1341839337.7967 -1.1650 0.8925 0.8925 0.6378 0.5836 -0.3484 -0.3622
1341839337.8052 -1.1649 0.8907 0.8929 0.6399 0.5833 -0.3476 -0.3598
1341839337.8152 -1.1650 0.8895 0.8930 0.6411 0.5829 -0.3470 -0.3589
1341839337.8252 -1.1649 0.8882 0.8932 0.6423 0.5825 -0.3457 -0.3587
1341839337.8372 -1.1651 0.8870 0.8933 0.6429 0.5816 -0.3450 -0.3596
1341839337.8452 -1.1652 0.8860 0.8935 0.6430 0.5807 -0.3448 -0.3611
1341839337.8552 -1.1653 0.8850 0.8938 0.6431 0.5797 -0.3446 -0.3628
1341839337.8651 -1.1652 0.8837 0.8944 0.6437 0.5796 -0.3438 -0.3627
1341839337.8789 -1.1655 0.8826 0.8947 0.6435 0.5788 -0.3438 -0.3643
1341839337.8852 -1.1657 0.8814 0.8948 0.6436 0.5778 -0.3440 -0.3655
1341839337.8952 -1.1661 0.8803 0.8949 0.6431 0.5774 -0.3449 -0.3662
1341839337.9052 -1.1664 0.8791 0.8949 0.6432 0.5770 -0.3454 -0.3661
1341839337.9152 -1.1667 0.8777 0.8951 0.6440 0.5771 -0.3448 -0.3651
1341839337.9252 -1.1670 0.8761 0.8954 0.6447 0.5769 -0.3451 -0.3638
1341839337.9352 -1.1672 0.8751 0.8955 0.6455 0.5768 -0.3443 -0.3635
1341839337.9452 -1.1677 0.8743 0.8957 0.6458 0.5761 -0.3442 -0.3641
1341839337.9553 -1.1680 0.8734 0.8958 0.6463 0.5751 -0.3439 -0.3652
1341839337.9652 -1.1684 0.8727 0.8959 0.6464 0.5736 -0.3439 -0.3673
1341839337.9752 -1.1689 0.8720 0.8960 0.6464 0.5725 -0.3435 -0.3693
1341839337.9852 -1.1694 0.8713 0.8962 0.6464 0.5711 -0.3435 -0.3715
1341839337.9952 -1.1695 0.8703 0.8965 0.6473 0.5705 -0.3425 -0.3718
1341839338.0052 -1.1699 0.8692 0.8966 0.6476 0.5696 -0.3433 -0.3719
1341839338.0159 -1.1702 0.8681 0.8965 0.6483 0.5690 -0.3433 -0.3717
1341839338.0252 -1.1705 0.8671 0.8964 0.6486 0.5690 -0.3438 -0.3705
1341839338.0353 -1.1709 0.8660 0.8963 0.6490 0.5692 -0.3442 -0.3691
1341839338.0463 -1.1712 0.8652 0.8961 0.6492 0.5698 -0.3437 -0.3683
1341839338.0552 -1.1716 0.8644 0.8960 0.6492 0.5702 -0.3429 -0.3686
1341839338.0652 -1.1719 0.8636 0.8959 0.6493 0.5700 -0.3414 -0.3701
1341839338.0760 -1.1724 0.8629 0.8958 0.6495 0.5687 -0.3399 -0.3730
1341839338.0852 -1.1727 0.8623 0.8958 0.6500 0.5673 -0.3384 -0.3757
1341839338.0952 -1.1730 0.8617 0.8957 0.6502 0.5656 -0.3378 -0.3784
1341839338.1052 -1.1729 0.8610 0.8962 0.6538 0.5658 -0.3329 -0.3763
1341839338.1156 -1.1732 0.8603 0.8961 0.6548 0.5637 -0.3334 -0.3773
1341839338.1252 -1.1736 0.8599 0.8959 0.6537 0.5621 -0.3365 -0.3788
1341839338.1352 -1.1740 0.8591 0.8957 0.6553 0.5604 -0.3371 -0.3781
1341839338.1452 -1.1742 0.8581 0.8953 0.6580 0.5586 -0.3368 -0.3764
1341839338.1552 -1.1744 0.8575 0.8950 0.6601 0.5576 -0.3358 -0.3750
1341839338.1652 -1.1748 0.8568 0.8949 0.6624 0.5564 -0.3342 -0.3741
1341839338.1752 -1.1751 0.8562 0.8946 0.6644 0.5552 -0.3316 -0.3746
1341839338.1853 -1.1754 0.8557 0.8944 0.6661 0.5536 -0.3297 -0.3757
1341839338.1953 -1.1758 0.8554 0.8941 0.6673 0.5522 -0.3273 -0.3778
1341839338.2052 -1.1767 0.8553 0.8937 0.6675 0.5510 -0.3257 -0.3805
1341839338.2152 -1.1772 0.8547 0.8935 0.6685 0.5489 -0.3245 -0.3828
1341839338.2252 -1.1775 0.8538 0.8932 0.6698 0.5470 -0.3236 -0.3840
1341839338.2353 -1.1777 0.8527 0.8929 0.6715 0.5447 -0.3234 -0.3845
1341839338.2452 -1.1783 0.8516 0.8925 0.6724 0.5428 -0.3242 -0.3849
1341839338.2557 -1.1791 0.8505 0.8920 0.6733 0.5407 -0.3253 -0.3853
1341839338.2660 -1.1796 0.8495 0.8917 0.6748 0.5403 -0.3245 -0.3840
1341839338.2752 -1.1801 0.8480 0.8916 0.6768 0.5399 -0.3235 -0.3819
1341839338.2875 -1.1805 0.8467 0.8905 0.6799 0.5373 -0.3206 -0.3824
1341839338.2952 -1.1811 0.8455 0.8901 0.6815 0.5366 -0.3181 -0.3826
1341839338.3052 -1.1816 0.8448 0.8894 0.6821 0.5364 -0.3147 -0.3846
1341839338.3153 -1.1822 0.8436 0.8890 0.6831 0.5359 -0.3119 -0.3859
1341839338.3252 -1.1829 0.8426 0.8888 0.6833 0.5347 -0.3115 -0.3875
1341839338.3352 -1.1836 0.8412 0.8886 0.6837 0.5337 -0.3103 -0.3891
1341839338.3453 -1.1845 0.8398 0.8883 0.6836 0.5323 -0.3109 -0.3907
1341839338.3552 -1.1856 0.8384 0.8881 0.6833 0.5316 -0.3120 -0.3913
1341839338.3652 -1.1863 0.8368 0.8878 0.6834 0.5307 -0.3130 -0.3915
1341839338.3753 -1.1870 0.8351 0.8874 0.6834 0.5302 -0.3143 -0.3913
1341839338.3852 -1.1878 0.8334 0.8872 0.6837 0.5301 -0.3144 -0.3908
1341839338.3952 -1.1886 0.8319 0.8867 0.6844 0.5298 -0.3134 -0.3908
1341839338.4052 -1.1895 0.8307 0.8863 0.6850 0.5289 -0.3120 -0.3920
1341839338.4158 -1.1905 0.8292 0.8860 0.6856 0.5288 -0.3095 -0.3931
1341839338.4252 -1.1911 0.8279 0.8857 0.6862 0.5279 -0.3077 -0.3947
1341839338.4354 -1.1919 0.8265 0.8853 0.6865 0.5266 -0.3064 -0.3968
1341839338.4452 -1.1927 0.8251 0.8851 0.6875 0.5245 -0.3057 -0.3985
1341839338.4552 -1.1936 0.8237 0.8849 0.6880 0.5226 -0.3059 -0.4000
1341839338.4652 -1.1945 0.8223 0.8846 0.6893 0.5197 -0.3065 -0.4010
1341839338.4752 -1.1953 0.8208 0.8842 0.6910 0.5171 -0.3073 -0.4009
1341839338.4854 -1.1961 0.8194 0.8839 0.6931 0.5141 -0.3080 -0.4006
1341839338.4952 -1.1972 0.8179 0.8835 0.6952 0.5115 -0.3080 -0.4002
1341839338.5052 -1.1984 0.8170 0.8835 0.6972 0.5087 -0.3080 -0.4004
1341839338.5177 -1.1993 0.8147 0.8830 0.7037 0.5084 -0.2990 -0.3961
1341839338.5252 -1.2008 0.8135 0.8828 0.7052 0.5060 -0.2981 -0.3972
1341839338.5352 -1.2017 0.8121 0.8827 0.7078 0.5041 -0.2956 -0.3969
1341839338.5452 -1.2024 0.8105 0.8828 0.7108 0.5013 -0.2926 -0.3974
1341839338.5552 -1.2033 0.8089 0.8828 0.7126 0.4988 -0.2916 -0.3980
1341839338.5652 -1.2041 0.8072 0.8829 0.7137 0.4962 -0.2921 -0.3990
1341839338.5752 -1.2049 0.8057 0.8831 0.7146 0.4941 -0.2928 -0.3993
1341839338.5853 -1.2056 0.8039 0.8832 0.7154 0.4918 -0.2936 -0.4001
1341839338.5952 -1.2064 0.8023 0.8831 0.7162 0.4895 -0.2938 -0.4013
1341839338.6052 -1.2072 0.8008 0.8830 0.7166 0.4882 -0.2935 -0.4025
1341839338.6165 -1.2080 0.7992 0.8827 0.7179 0.4878 -0.2906 -0.4028
1341839338.6252 -1.2090 0.7977 0.8824 0.7189 0.4874 -0.2878 -0.4034
1341839338.6352 -1.2099 0.7960 0.8821 0.7196 0.4875 -0.2854 -0.4038
1341839338.6452 -1.2108 0.7944 0.8818 0.7209 0.4868 -0.2826 -0.4043
1341839338.6552 -1.2117 0.7928 0.8815 0.7216 0.4862 -0.2812 -0.4047
1341839338.6653 -1.2127 0.7911 0.8814 0.7227 0.4851 -0.2805 -0.4047
1341839338.6765 -1.2135 0.7893 0.8813 0.7241 0.4838 -0.2800 -0.4040
1341839338.6852 -1.2146 0.7876 0.8813 0.7251 0.4816 -0.2803 -0.4047
1341839338.6952 -1.2155 0.7862 0.8813 0.7262 0.4794 -0.2803 -0.4053
1341839338.7052 -1.2168 0.7847 0.8813 0.7272 0.4762 -0.2811 -0.4067
1341839338.7182 -1.2177 0.7829 0.8815 0.7285 0.4745 -0.2807 -0.4066
1341839338.7252 -1.2187 0.7813 0.8814 0.7290 0.4732 -0.2806 -0.4072
1341839338.7352 -1.2195 0.7796 0.8815 0.7300 0.4723 -0.2795 -0.4074
1341839338.7452 -1.2206 0.7778 0.8815 0.7308 0.4717 -0.2788 -0.4071
1341839338.7552 -1.2215 0.7759 0.8816 0.7308 0.4721 -0.2778 -0.4073
1341839338.7651 -1.2224 0.7740 0.8815 0.7307 0.4731 -0.2775 -0.4065
1341839338.7753 -1.2233 0.7722 0.8814 0.7306 0.4730 -0.2770 -0.4071
1341839338.7852 -1.2243 0.7704 0.8815 0.7301 0.4732 -0.2772 -0.4077
1341839338.7952 -1.2253 0.7684 0.8815 0.7281 0.4732 -0.2800 -0.4094
1341839338.8052 -1.2259 0.7669 0.8818 0.7278 0.4731 -0.2799 -0.4100
1341839338.8152 -1.2269 0.7652 0.8817 0.7281 0.4722 -0.2774 -0.4123
1341839338.8252 -1.2278 0.7642 0.8817 0.7282 0.4707 -0.2771 -0.4140
1341839338.8353 -1.2288 0.7625 0.8815 0.7288 0.4706 -0.2760 -0.4139
1341839338.8454 -1.2298 0.7609 0.8816 0.7295 0.4688 -0.2756 -0.4148
1341839338.8552 -1.2308 0.7594 0.8818 0.7308 0.4671 -0.2747 -0.4152
1341839338.8652 -1.2317 0.7579 0.8818 0.7314 0.4664 -0.2759 -0.4140
1341839338.8757 -1.2327 0.7563 0.8817 0.7323 0.4662 -0.2757 -0.4128
1341839338.8855 -1.2339 0.7543 0.8816 0.7337 0.4658 -0.2749 -0.4113
1341839338.8951 -1.2353 0.7526 0.8816 0.7347 0.4658 -0.2741 -0.4100
1341839338.9052 -1.2363 0.7514 0.8817 0.7353 0.4647 -0.2740 -0.4102
1341839338.9152 -1.2375 0.7500 0.8819 0.7361 0.4638 -0.2727 -0.4107
1341839338.9252 -1.2386 0.7485 0.8822 0.7364 0.4629 -0.2719 -0.4118
1341839338.9353 -1.2397 0.7472 0.8825 0.7365 0.4620 -0.2715 -0.4128
1341839338.9452 -1.2410 0.7459 0.8827 0.7361 0.4608 -0.2720 -0.4146
1341839338.9553 -1.2420 0.7445 0.8830 0.7366 0.4599 -0.2711 -0.4153
1341839338.9652 -1.2432 0.7429 0.8833 0.7370 0.4593 -0.2712 -0.4152
1341839338.9752 -1.2441 0.7415 0.8835 0.7376 0.4595 -0.2699 -0.4148
1341839338.9852 -1.2451 0.7403 0.8838 0.7376 0.4591 -0.2697 -0.4152
1341839338.9952 -1.2462 0.7389 0.8839 0.7378 0.4587 -0.2695 -0.4155
1341839339.0052 -1.2473 0.7375 0.8841 0.7379 0.4589 -0.2687 -0.4155
1341839339.0157 -1.2485 0.7363 0.8842 0.7380 0.4580 -0.2673 -0.4173
1341839339.0252 -1.2496 0.7351 0.8844 0.7382 0.4574 -0.2653 -0.4188
1341839339.0352 -1.2507 0.7340 0.8845 0.7391 0.4562 -0.2630 -0.4201
1341839339.0452 -1.2516 0.7330 0.8845 0.7401 0.4547 -0.2605 -0.4214
1341839339.0552 -1.2526 0.7320 0.8846 0.7410 0.4528 -0.2592 -0.4228
1341839339.0652 -1.2535 0.7310 0.8849 0.7428 0.4504 -0.2573 -0.4233
1341839339.0752 -1.2546 0.7297 0.8850 0.7449 0.4468 -0.2568 -0.4237
1341839339.0852 -1.2558 0.7286 0.8851 0.7470 0.4431 -0.2576 -0.4234
1341839339.0952 -1.2568 0.7274 0.8851 0.7496 0.4389 -0.2585 -0.4227
1341839339.1052 -1.2579 0.7263 0.8851 0.7519 0.4353 -0.2595 -0.4217
1341839339.1159 -1.2584 0.7245 0.8845 0.7565 0.4303 -0.2596 -0.4185
1341839339.1252 -1.2598 0.7235 0.8843 0.7584 0.4279 -0.2603 -0.4171
1341839339.1352 -1.2608 0.7223 0.8842 0.7609 0.4258 -0.2587 -0.4157
1341839339.1453 -1.2620 0.7216 0.8846 0.7629 0.4244 -0.2562 -0.4149
1341839339.1552 -1.2629 0.7205 0.8845 0.7642 0.4236 -0.2534 -0.4151
1341839339.1652 -1.2641 0.7192 0.8844 0.7649 0.4230 -0.2512 -0.4158
1341839339.1753 -1.2651 0.7179 0.8844 0.7650 0.4223 -0.2499 -0.4171
1341839339.1852 -1.2663 0.7163 0.8844 0.7645 0.4213 -0.2503 -0.4189
1341839339.1951 -1.2674 0.7143 0.8839 0.7647 0.4215 -0.2513 -0.4176
1341839339.2064 -1.2685 0.7133 0.8842 0.7630 0.4197 -0.2537 -0.4211
1341839339.2152 -1.2699 0.7113 0.8840 0.7634 0.4195 -0.2554 -0.4195
1341839339.2251 -1.2712 0.7098 0.8838 0.7627 0.4188 -0.2567 -0.4207
1341839339.2351 -1.2724 0.7089 0.8842 0.7626 0.4177 -0.2568 -0.4219
1341839339.2451 -1.2737 0.7078 0.8840 0.7627 0.4169 -0.2554 -0.4234
1341839339.2552 -1.2748 0.7066 0.8842 0.7640 0.4165 -0.2535 -0.4226
1341839339.2651 -1.2759 0.7053 0.8843 0.7644 0.4159 -0.2517 -0.4236
1341839339.2752 -1.2772 0.7041 0.8842 0.7644 0.4152 -0.2508 -0.4247
1341839339.2852 -1.2783 0.7029 0.8842 0.7643 0.4147 -0.2508 -0.4254
1341839339.2952 -1.2793 0.7017 0.8843 0.7643 0.4141 -0.2511 -0.4258
